eventName,eventSource,username,awsRegion,hour,day_of_week,month,is_weekend,is_root,is_error,is_access_denied,is_mfa_false,is_iam_event,is_cloudtrail_event,is_console_login,is_s3_event,is_ec2_event,is_from_unknown_ip,is_us_east_1,risk_score,source_ip_is_real,source_ip_is_service,user_agent_is_console,user_agent_is_cli,user_agent_is_sdk,eventTime,sourceIPAddress,risk_level,user_total_events,user_hour_count,user_dayofweek_count,user_event_count,user_source_count,user_ip_count,user_region_count,global_event_count,global_source_count,global_ip_count,user_unique_ip_count,user_unique_region_count,user_unique_event_count,user_event_ratio,user_source_ratio,user_ip_ratio,user_region_ratio,user_hour_ratio,is_rare_event_for_user,is_rare_source_for_user,is_rare_ip_for_user,is_rare_region_for_user,is_rare_hour_for_user,is_globally_rare_event,is_globally_rare_ip,behavior_risk_score,is_internal_service_ip,is_service_user,is_human_user,is_automation_activity,is_human_activity,is_root_human_activity,is_suspicious_access_denied_human,refined_risk_score,review_priority,prediction,anomaly_score,is_anomaly,strict_automation_user,strict_automation_ip,strict_human_user,strict_automation_activity,strict_human_activity,final_is_human_alert,final_alert_score,final_alert_label
ListBuckets,s3.amazonaws.com,flaws,us-west-2,20,1,10,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2017-10-03 20:19:24+00:00,235.227.193.160,high,16725,823,3068,842,880,2,1390,11259,76117,14,651,16,34,0.0503437967115097,0.0526158445440956,0.0001195814648729,0.0831091180866965,0.0492077727952167,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0118491508745005,1,0,0,1,0,1,1,10.184915087450051,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,20,1,10,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2017-10-03 20:21:36+00:00,235.227.193.160,high,16725,823,3068,842,880,2,1390,11259,76117,14,651,16,34,0.0503437967115097,0.0526158445440956,0.0001195814648729,0.0831091180866965,0.0492077727952167,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0118491508745005,1,0,0,1,0,1,1,10.184915087450051,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,19,2,4,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2020-04-22 19:27:40+00:00,136.92.200.220,high,16725,583,1926,842,880,1,1390,11259,76117,38,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0348579970104633,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.011705853909574,1,0,0,1,0,1,1,10.1705853909574,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,19,3,4,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2020-04-09 19:04:54+00:00,254.7.212.90,high,16725,583,6360,842,880,1,1390,11259,76117,39,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0348579970104633,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.011705853909574,1,0,0,1,0,1,1,10.1705853909574,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,12,1,11,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2018-11-06 12:06:12+00:00,236.30.9.246,high,16725,104,3068,842,880,2,1390,11259,76117,29,651,16,34,0.0503437967115097,0.0526158445440956,0.0001195814648729,0.0831091180866965,0.0062182361733931,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0116408518283106,1,0,0,1,0,1,1,10.16408518283106,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,12,1,11,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2018-11-06 12:07:34+00:00,236.30.9.246,high,16725,104,3068,842,880,2,1390,11259,76117,29,651,16,34,0.0503437967115097,0.0526158445440956,0.0001195814648729,0.0831091180866965,0.0062182361733931,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0116408518283106,1,0,0,1,0,1,1,10.16408518283106,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,16,3,3,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2020-03-05 16:46:09+00:00,145.221.94.251,high,16725,1694,6360,842,880,1,1390,11259,76117,52,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.1012855007473841,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0115860206675958,1,0,0,1,0,1,1,10.15860206675958,high
GetUser,iam.amazonaws.com,flaws,us-east-1,22,5,5,1,0,1,1,1,1,0,0,0,0,0,1,5,1,0,0,1,1,2019-05-04 22:52:56+00:00,63.196.215.112,high,16725,2754,937,165,1007,5,13696,2828,50905,1149,651,16,34,0.0098654708520179,0.0602092675635276,0.0002989536621823,0.8188938714499253,0.1646636771300448,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0315808622981363,1,0,0,1,0,1,1,10.15808622981363,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,19,1,9,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,0,2020-09-01 19:57:24+00:00,244.6.223.78,high,16725,583,3068,842,880,13,13696,11259,76117,85,651,16,34,0.0503437967115097,0.0526158445440956,0.0007772795216741,0.8188938714499253,0.0348579970104633,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0314056448438566,1,0,0,1,0,1,1,10.14056448438566,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,19,1,9,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,0,2020-09-01 19:59:59+00:00,244.6.223.78,high,16725,583,3068,842,880,13,13696,11259,76117,85,651,16,34,0.0503437967115097,0.0526158445440956,0.0007772795216741,0.8188938714499253,0.0348579970104633,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0314056448438566,1,0,0,1,0,1,1,10.14056448438566,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,18,3,5,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,1,0,0,2018-05-17 18:53:56+00:00,252.250.127.237,high,16725,143,6360,842,880,26,13696,11259,76117,110,651,16,34,0.0503437967115097,0.0526158445440956,0.0015545590433482,0.8188938714499253,0.0085500747384155,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.031282783685495,1,0,0,1,0,1,1,10.1282783685495,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,8,3,11,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2018-11-15 08:54:58+00:00,6.251.255.7,high,16725,78,6360,842,880,1,1390,11259,76117,108,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0046636771300448,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0111594692232009,1,0,0,1,0,1,1,10.11594692232009,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,20,2,6,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2020-06-24 20:20:11+00:00,49.250.171.250,high,16725,823,1926,842,880,2,1390,11259,76117,86,651,16,34,0.0503437967115097,0.0526158445440956,0.0001195814648729,0.0831091180866965,0.0492077727952167,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0111063157867619,1,0,0,1,0,1,1,10.11063157867619,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,20,2,7,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2020-07-22 20:00:29+00:00,5.6.217.184,high,16725,823,1926,842,880,1,1390,11259,76117,131,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0492077727952167,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0111063157867619,1,0,0,1,0,1,1,10.11063157867619,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,20,1,8,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2019-08-13 20:01:31+00:00,134.161.208.254,high,16725,823,3068,842,880,1,1390,11259,76117,74,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0492077727952167,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0111063157867619,1,0,0,1,0,1,1,10.11063157867619,high
DescribeLoadBalancers,elasticloadbalancing.amazonaws.com,flaws,eu-west-1,18,3,5,0,0,1,1,1,0,0,0,0,0,0,0,5,1,0,1,0,0,2018-05-17 18:53:23+00:00,252.250.127.237,high,16725,143,6360,108,110,26,195,5157,5526,110,651,16,34,0.006457399103139,0.0065769805680119,0.0015545590433482,0.0116591928251121,0.0085500747384155,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0309031305764291,1,0,0,1,0,1,1,10.09031305764291,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,16,1,2,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2019-02-05 16:41:19+00:00,252.176.54.243,high,16725,1694,3068,842,880,6,13696,11259,76117,55,651,16,34,0.0503437967115097,0.0526158445440956,0.0003587443946188,0.8188938714499253,0.1012855007473841,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0308034641888064,1,0,0,1,0,1,1,10.08034641888064,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,16,1,2,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2019-02-05 16:46:49+00:00,252.176.54.243,high,16725,1694,3068,842,880,6,13696,11259,76117,55,651,16,34,0.0503437967115097,0.0526158445440956,0.0003587443946188,0.8188938714499253,0.1012855007473841,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0308034641888064,1,0,0,1,0,1,1,10.08034641888064,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,15,2,3,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2017-03-08 15:02:32+00:00,254.88.118.0,high,16725,2637,1926,842,880,3,13696,11259,76117,91,651,16,34,0.0503437967115097,0.0526158445440956,0.0001793721973094,0.8188938714499253,0.1576681614349775,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.030751233942619,1,0,0,1,0,1,1,10.075123394261901,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,15,2,3,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2017-03-08 15:03:20+00:00,254.88.118.0,high,16725,2637,1926,842,880,3,13696,11259,76117,91,651,16,34,0.0503437967115097,0.0526158445440956,0.0001793721973094,0.8188938714499253,0.1576681614349775,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.030751233942619,1,0,0,1,0,1,1,10.075123394261901,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,15,2,3,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2017-03-08 15:02:46+00:00,254.88.118.0,high,16725,2637,1926,842,880,3,13696,11259,76117,91,651,16,34,0.0503437967115097,0.0526158445440956,0.0001793721973094,0.8188938714499253,0.1576681614349775,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.030751233942619,1,0,0,1,0,1,1,10.075123394261901,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,17,0,8,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2020-08-17 17:51:13+00:00,248.3.176.242,high,16725,1628,904,842,880,1,1390,11259,76117,15,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0973393124065769,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0104726783592684,1,0,0,1,0,1,1,10.04726783592684,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,5,0,3,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2020-03-09 05:03:30+00:00,5.246.64.168,high,16725,43,904,842,880,2,1390,11259,76117,81,651,16,34,0.0503437967115097,0.0526158445440956,0.0001195814648729,0.0831091180866965,0.0025710014947683,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0103772836299823,1,0,0,1,0,1,1,10.03772836299823,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,4,0,3,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2020-03-09 04:59:36+00:00,5.246.64.168,high,16725,179,904,842,880,2,1390,11259,76117,81,651,16,34,0.0503437967115097,0.0526158445440956,0.0001195814648729,0.0831091180866965,0.0107025411061285,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0103772836299823,1,0,0,1,0,1,1,10.03772836299823,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,10,5,4,1,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,0,1,2020-04-18 10:54:20+00:00,57.208.251.250,high,16725,800,937,842,880,717,13696,11259,76117,717,651,16,34,0.0503437967115097,0.0526158445440956,0.0428699551569506,0.8188938714499253,0.0478325859491778,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0302234589896183,1,0,0,1,0,1,1,10.02234589896183,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,16,1,10,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2018-10-09 16:43:06+00:00,231.247.232.251,high,16725,1694,3068,842,880,1,1390,11259,76117,18,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.1012855007473841,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.010210762781187,1,0,0,1,0,1,1,10.0210762781187,high
GetPolicy,iam.amazonaws.com,flaws,us-east-1,15,4,3,0,0,1,1,1,1,0,0,0,0,0,1,5,1,0,0,1,1,2017-03-31 15:55:28+00:00,18.70.221.0,high,16725,2637,437,9,1007,9,13696,3890,50905,20,651,16,34,0.0005381165919282,0.0602092675635276,0.0005381165919282,0.8188938714499253,0.1576681614349775,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0301841176337241,1,0,0,1,0,1,1,10.01841176337241,high
GetUser,iam.amazonaws.com,flaws,us-east-1,20,6,12,1,0,1,1,1,1,0,0,0,0,0,1,5,1,0,0,1,1,2018-12-09 20:59:40+00:00,202.1.252.206,high,16725,823,3093,165,1007,3,13696,2828,50905,142,651,16,34,0.0098654708520179,0.0602092675635276,0.0001793721973094,0.8188938714499253,0.0492077727952167,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0298612982536959,1,0,0,1,0,1,1,9.98612982536959,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,11,0,9,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2018-09-10 11:24:03+00:00,0.9.5.33,high,16725,86,904,842,880,1,1390,11259,76117,31,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0051420029895366,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0098547398459454,1,0,0,1,0,1,1,9.98547398459454,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,7,4,9,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2018-09-14 07:19:17+00:00,253.251.162.65,high,16725,86,437,842,880,2,1390,11259,76117,236,651,16,34,0.0503437967115097,0.0526158445440956,0.0001195814648729,0.0831091180866965,0.0051420029895366,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0098480145722414,1,0,0,1,0,1,1,9.98480145722414,high
other,iam.amazonaws.com,flaws,us-east-1,22,5,5,1,0,1,1,1,1,0,0,0,0,0,1,5,1,0,0,1,1,2019-05-04 22:52:44+00:00,63.196.215.112,high,16725,2754,937,13187,1007,5,13696,155066,50905,1149,651,16,34,0.7884603886397609,0.0602092675635276,0.0002989536621823,0.8188938714499253,0.1646636771300448,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0296451479971431,1,0,0,1,0,1,1,9.96451479971431,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,16,1,2,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2020-02-25 16:13:04+00:00,100.226.219.0,high,16725,1694,3068,842,880,1492,13696,11259,76117,1579,651,16,34,0.0503437967115097,0.0526158445440956,0.0892077727952167,0.8188938714499253,0.1012855007473841,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0295127060335499,1,0,0,1,0,1,1,9.95127060335499,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,16,1,2,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2020-02-25 16:14:57+00:00,100.226.219.0,high,16725,1694,3068,842,880,1492,13696,11259,76117,1579,651,16,34,0.0503437967115097,0.0526158445440956,0.0892077727952167,0.8188938714499253,0.1012855007473841,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0295127060335499,1,0,0,1,0,1,1,9.95127060335499,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,12,0,7,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2018-07-16 12:53:46+00:00,59.238.251.145,high,16725,104,904,842,880,1,1390,11259,76117,35,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0062182361733931,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0094845455888888,1,0,0,1,0,1,1,9.94845455888888,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,17,1,7,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2018-07-17 17:09:14+00:00,11.247.239.0,high,16725,1628,3068,842,880,1,1390,11259,76117,20,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0973393124065769,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0094701432160434,1,0,0,1,0,1,1,9.94701432160434,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,17,3,4,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2019-04-18 17:25:22+00:00,3.6.232.3,high,16725,1628,6360,842,880,1,1390,11259,76117,47,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0973393124065769,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0094701432160434,1,0,0,1,0,1,1,9.94701432160434,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,16,1,7,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2020-07-07 16:24:21+00:00,254.252.86.226,high,16725,1694,3068,842,880,1,1390,11259,76117,104,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.1012855007473841,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0094701432160434,1,0,0,1,0,1,1,9.94701432160434,high
other,lambda.amazonaws.com,flaws,us-west-2,9,6,2,1,0,1,1,1,0,0,0,0,0,0,0,5,1,0,0,1,1,2018-02-11 09:12:56+00:00,241.253.4.253,high,16725,73,3093,13187,161,1,1390,155066,9666,73,651,16,34,0.7884603886397609,0.009626307922272,5.979073243647235e-05,0.0831091180866965,0.0043647234678624,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0094326310960336,1,0,0,1,0,1,1,9.94326310960336,high
GetUser,iam.amazonaws.com,flaws,us-east-1,0,3,7,0,0,1,1,1,1,0,0,0,0,0,1,5,1,0,0,1,1,2019-07-04 00:15:24+00:00,163.227.49.229,high,16725,790,6360,165,1007,3,13696,2828,50905,3,651,16,34,0.0098654708520179,0.0602092675635276,0.0001793721973094,0.8188938714499253,0.0472346786248131,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,8,high,-1,-0.0194303279967632,1,0,0,1,0,1,1,9.94303279967632,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,1,2,3,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2017-03-08 01:29:33+00:00,31.18.234.3,high,16725,103,1926,842,880,1,1390,11259,76117,30,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0061584454409566,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0093749230209684,1,0,0,1,0,1,1,9.93749230209684,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,3,3,3,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2017-03-02 03:20:30+00:00,177.227.189.161,high,16725,96,6360,842,880,1,1390,11259,76117,26,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0057399103139013,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0093749230209684,1,0,0,1,0,1,1,9.93749230209684,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,16,4,3,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2017-03-17 16:53:21+00:00,203.6.110.0,high,16725,1694,437,842,880,5,13696,11259,76117,53,651,16,34,0.0503437967115097,0.0526158445440956,0.0002989536621823,0.8188938714499253,0.1012855007473841,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.029133862253859,1,0,0,1,0,1,1,9.9133862253859,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,16,4,3,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2017-03-17 16:53:08+00:00,203.6.110.0,high,16725,1694,437,842,880,5,13696,11259,76117,53,651,16,34,0.0503437967115097,0.0526158445440956,0.0002989536621823,0.8188938714499253,0.1012855007473841,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.029133862253859,1,0,0,1,0,1,1,9.9133862253859,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,17,2,12,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2017-12-06 17:21:51+00:00,252.6.251.81,high,16725,1628,1926,842,880,3,13696,11259,76117,48,651,16,34,0.0503437967115097,0.0526158445440956,0.0001793721973094,0.8188938714499253,0.0973393124065769,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0289483525931562,1,0,0,1,0,1,1,9.89483525931562,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,15,1,7,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2020-07-21 15:08:15+00:00,9.137.211.48,high,16725,2637,3068,842,880,6,13696,11259,76117,77,651,16,34,0.0503437967115097,0.0526158445440956,0.0003587443946188,0.8188938714499253,0.1576681614349775,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0289446074362579,1,0,0,1,0,1,1,9.894460743625789,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,15,3,7,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2017-07-06 15:06:36+00:00,124.224.237.49,high,16725,2637,6360,842,880,5,13696,11259,76117,403,651,16,34,0.0503437967115097,0.0526158445440956,0.0002989536621823,0.8188938714499253,0.1576681614349775,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0289446074362579,1,0,0,1,0,1,1,9.894460743625789,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,15,1,7,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2019-07-16 15:01:39+00:00,55.250.102.14,high,16725,2637,3068,842,880,13,13696,11259,76117,450,651,16,34,0.0503437967115097,0.0526158445440956,0.0007772795216741,0.8188938714499253,0.1576681614349775,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0289446074362579,1,0,0,1,0,1,1,9.894460743625789,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,15,1,8,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2018-08-14 15:04:47+00:00,255.250.216.202,high,16725,2637,3068,842,880,3,13696,11259,76117,46,651,16,34,0.0503437967115097,0.0526158445440956,0.0001793721973094,0.8188938714499253,0.1576681614349775,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0289446074362579,1,0,0,1,0,1,1,9.894460743625789,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,15,3,7,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,1,1,2017-07-06 15:06:54+00:00,124.224.237.49,high,16725,2637,6360,842,880,5,13696,11259,76117,403,651,16,34,0.0503437967115097,0.0526158445440956,0.0002989536621823,0.8188938714499253,0.1576681614349775,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.0289446074362579,1,0,0,1,0,1,1,9.894460743625789,high
ListBuckets,s3.amazonaws.com,flaws,us-west-1,10,0,8,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2019-08-05 10:01:22+00:00,78.2.5.16,high,16725,800,904,842,880,3,120,11259,76117,3,651,16,34,0.0503437967115097,0.0526158445440956,0.0001793721973094,0.0071748878923766,0.0478325859491778,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,8,high,-1,-0.0188798783193614,1,0,0,1,0,1,1,9.88798783193614,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,11,2,4,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2020-04-22 11:23:20+00:00,126.206.0.190,high,16725,86,1926,842,880,2,1390,11259,76117,72,651,16,34,0.0503437967115097,0.0526158445440956,0.0001195814648729,0.0831091180866965,0.0051420029895366,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0088533352831179,1,0,0,1,0,1,1,9.88533352831179,high
ListBuckets,s3.amazonaws.com,flaws,us-west-2,10,1,3,0,0,1,1,1,0,0,0,1,0,0,0,5,1,0,0,1,1,2019-03-05 10:42:35+00:00,254.146.29.225,high,16725,800,3068,842,880,1,1390,11259,76117,67,651,16,34,0.0503437967115097,0.0526158445440956,5.979073243647235e-05,0.0831091180866965,0.0478325859491778,0,0,1,0,0,0,0,2,0,0,1,0,1,0,1,9,high,-1,-0.0087983009056218,1,0,0,1,0,1,1,9.87983009056218,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,19,1,3,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,0,0,2019-03-26 19:10:59+00:00,4.225.0.1,high,16725,583,3068,842,880,65,13696,11259,76117,65,651,16,34,0.0503437967115097,0.0526158445440956,0.0038863976083707,0.8188938714499253,0.0348579970104633,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.028705297049115,1,0,0,1,0,1,1,9.870529704911501,high
ListBuckets,s3.amazonaws.com,flaws,us-east-1,19,1,3,0,0,1,1,1,0,0,0,1,0,0,1,5,1,0,0,0,0,2019-03-26 19:10:22+00:00,4.225.0.1,high,16725,583,3068,842,880,65,13696,11259,76117,65,651,16,34,0.0503437967115097,0.0526158445440956,0.0038863976083707,0.8188938714499253,0.0348579970104633,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,7,high,-1,-0.028705297049115,1,0,0,1,0,1,1,9.870529704911501,high
